Country Name,Country Code,Region,IncomeGroup,Year,Undernourishment %,CO2 (tons),Health Expenditure %,Education Expenditure %,Unemployment %,Injuries,Communicable,NonCommunicable,daly,Life Expectancy
Hungary,HUN,Europe & Central Asia,High income,2006,2,55460,8,5,7,435272,132451,3500406,4068129,73
Indonesia,IDN,East Asia & Pacific,Lower middle income,2006,19,364470,3,5,8,6618365,26541945,45590360,78750670,68
India,IND,South Asia,Lower middle income,2006,20,1215210,4,3,6,53697867,239547399,208840060,502085326,65
Ireland,IRL,Europe & Central Asia,High income,2006,2,47260,8,5,4,102930,52303,917982,1073215,79
Iraq,IRQ,Middle East & North Africa,Upper middle income,2006,18,82960,2,5,9,3589185,2644775,4998774,11232734,68
Iceland,ISL,Europe & Central Asia,High income,2006,2,2330,9,7,3,6284,3179,58412,67875,81
Israel,ISR,Middle East & North Africa,High income,2006,2,64330,7,6,11,185228,92528,1266048,1543804,81
Italy,ITA,Europe & Central Asia,High income,2006,2,466650,8,5,7,1206666,584433,15526897,17317996,81
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2006,8,12060,4,5,10,63849,120018,458250,642117,74
Jordan,JOR,Middle East & North Africa,Upper middle income,2006,6,20170,8,5,14,141062,260621,856291,1257974,73
Japan,JPN,East Asia & Pacific,High income,2006,2,1189520,8,3,4,3672188,1998113,29213269,34883570,82
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2006,6,185300,3,3,8,1271965,924749,4788292,6985006,66
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2006,26,9300,6,7,3,992345,15420186,4604534,21017065,56
Cambodia,KHM,East Asia & Pacific,Lower middle income,2006,16,2960,6,5,1,542659,2860754,2553576,5956989,64
Kiribati,KIR,East Asia & Pacific,Lower middle income,2006,6,70,12,5,4,4250,18940,29935,53125,65
Kuwait,KWT,Middle East & North Africa,High income,2006,2,72430,2,4,1,60969,47104,333792,441865,74
Lebanon,LBN,Middle East & North Africa,Lower middle income,2006,10,16230,9,3,9,139806,148037,847543,1135386,77
Liberia,LBR,Sub-Saharan Africa,Low income,2006,35,690,8,5,2,95820,1707926,497145,2300891,56
Libya,LBY,Middle East & North Africa,Upper middle income,2006,2,52920,3,5,19,180950,179227,861455,1221632,72
Sri Lanka,LKA,South Asia,Lower middle income,2006,13,12400,4,2,6,1064073,725805,3760405,5550283,75
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2006,13,430,6,11,30,152329,1552647,400777,2105753,43
Lithuania,LTU,Europe & Central Asia,High income,2006,2,13020,6,5,6,266426,69749,1122058,1458233,71
Luxembourg,LUX,Europe & Central Asia,High income,2006,2,11720,7,5,5,12216,5256,110523,127995,79
Latvia,LVA,Europe & Central Asia,High income,2006,2,8200,6,5,7,160781,51019,843468,1055268,71
Morocco,MAR,Middle East & North Africa,Lower middle income,2006,6,45000,5,5,10,1311674,2990031,6099774,10401479,72
Monaco,MCO,Europe & Central Asia,High income,2006,2,10,2,5,4,924,519,11547,12990,75
Moldova,MDA,Europe & Central Asia,Upper middle income,2006,2,7980,11,7,7,223610,149411,1301607,1674628,68
Madagascar,MDG,Sub-Saharan Africa,Low income,2006,31,1640,5,3,3,495679,7230205,2996523,10722407,62
Maldives,MDV,South Asia,Upper middle income,2006,2,870,8,5,9,5870,17437,42570,65877,74
Mexico,MEX,Latin America & Caribbean,Upper middle income,2006,4,448300,6,5,4,3741918,4855216,18553616,27150750,75
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2006,2,140,22,5,4,2767,5699,12314,20780,75
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2006,4,9220,7,5,36,62352,42126,609131,713609,74
Mali,MLI,Sub-Saharan Africa,Low income,2006,12,1890,5,5,11,584696,10150285,2316706,13051687,53
Malta,MLT,Middle East & North Africa,High income,2006,2,2650,9,5,7,8721,5378,95463,109562,79
Myanmar,MMR,East Asia & Pacific,Lower middle income,2006,24,9970,2,5,1,2343338,10890148,12185528,25419014,62
Montenegro,MNE,Europe & Central Asia,Upper middle income,2006,3,2180,5,5,25,24624,11375,175354,211353,74
Mongolia,MNG,East Asia & Pacific,Lower middle income,2006,27,12420,4,5,7,170152,241325,640547,1052024,66
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2006,2,10,5,5,4,2271,1731,11624,15626,75
Mozambique,MOZ,Sub-Saharan Africa,Low income,2006,32,1860,4,4,3,827169,14650809,3264524,18742502,51
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2006,9,1730,3,2,10,107523,866696,427072,1401291,62
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2006,5,3300,4,4,9,31925,39705,301304,372934,72
Malawi,MWI,Sub-Saharan Africa,Low income,2006,21,780,7,5,6,381805,9198569,1998109,11578483,49
Malaysia,MYS,East Asia & Pacific,Upper middle income,2006,3,174100,3,4,3,708624,986528,4101275,5796427,74
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2006,20,2530,10,6,22,100543,867438,318455,1286436,52
Niger,NER,Sub-Saharan Africa,Low income,2006,2,750,6,3,3,601573,11461914,2249205,14312692,54
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2006,7,88770,4,5,4,4645553,101506647,24699720,130851920,49
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2006,22,4550,6,5,5,163996,300286,768155,1232437,71
Netherlands,NLD,Europe & Central Asia,High income,2006,2,163700,9,5,5,305860,220654,3841353,4367867,80
Norway,NOR,Europe & Central Asia,High income,2006,2,37200,8,6,3,121328,58368,1097043,1276739,80
Nepal,NPL,South Asia,Lower middle income,2006,16,2620,4,4,1,866979,5030979,4266131,10164089,66
Nauru,NRU,East Asia & Pacific,High income,2006,2,50,12,5,4,790,1536,2845,5171,75
New Zealand,NZL,East Asia & Pacific,High income,2006,2,34270,9,6,4,151802,43928,869432,1065162,80
Oman,OMN,Middle East & North Africa,High income,2006,10,39190,2,4,4,134244,73708,356546,564498,75
Pakistan,PAK,South Asia,Lower middle income,2006,16,132480,3,2,1,4685353,57126270,30564877,92376500,64
Panama,PAN,Latin America & Caribbean,High income,2006,18,7490,6,5,4,108880,153564,499874,762318,76
Peru,PER,Latin America & Caribbean,Upper middle income,2006,16,30840,4,3,4,866484,2005769,3930317,6802570,73
Philippines,PHL,East Asia & Pacific,Lower middle income,2006,13,69470,4,2,4,2920464,9658675,15449036,28028175,69
Palau,PLW,East Asia & Pacific,Upper middle income,2006,2,250,10,5,4,1190,1246,5572,8008,75
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2006,27,4780,2,5,2,305644,1755451,1352554,3413649,61
Poland,POL,Europe & Central Asia,High income,2006,2,314090,6,5,14,1681684,572153,10401897,12655734,75
Puerto Rico,PRI,Latin America & Caribbean,High income,2006,2,10,5,5,11,129742,115502,854035,1099279,78
Portugal,PRT,Europe & Central Asia,High income,2006,2,60450,9,5,8,280952,211638,2851312,3343902,78
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2006,10,3950,5,5,5,196857,334908,896848,1428613,72
Qatar,QAT,Middle East & North Africa,High income,2006,2,43770,2,5,1,43322,17502,127695,188519,78
Romania,ROU,Europe & Central Asia,High income,2006,2,99260,5,4,7,879675,576080,6687418,8143173,72
Rwanda,RWA,Sub-Saharan Africa,Low income,2006,34,550,8,5,1,472086,3686469,1449106,5607661,57
Saudi Arabia,SAU,Middle East & North Africa,High income,2006,4,335440,4,6,6,1417401,802373,3703689,5923463,73
Sudan,SDN,Sub-Saharan Africa,Low income,2006,18,12900,5,2,15,1580828,7903125,6298624,15782577,61
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2006,16,5570,4,4,10,326344,4042474,1771216,6140034,61
Singapore,SGP,East Asia & Pacific,High income,2006,2,37170,3,3,4,78643,65727,627399,771769,80
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2006,13,340,8,5,2,33499,107257,138678,279434,69
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2006,44,590,10,5,4,257917,4187975,1104926,5550818,46
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2006,9,7240,8,3,7,389873,296576,1025903,1712352,70
San Marino,SMR,Europe & Central Asia,High income,2006,2,10,5,5,4,645,338,6702,7685,75
Somalia,SOM,Sub-Saharan Africa,Low income,2006,71,580,5,5,19,696015,8962025,2004052,11662092,53
Serbia,SRB,Europe & Central Asia,Upper middle income,2006,2,53010,8,5,21,335126,158698,3110537,3604361,73
South Sudan,SSD,Sub-Saharan Africa,Low income,2006,2,1000,5,5,12,334493,4915625,1183631,6433749,52
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2006,9,80,8,4,17,3833,31177,26650,61660,65
Suriname,SUR,Latin America & Caribbean,Upper middle income,2006,9,1530,6,5,9,23057,44351,104251,171659,69
Slovenia,SVN,Europe & Central Asia,High income,2006,2,16290,8,6,6,101024,24919,501720,627663,78
Sweden,SWE,Europe & Central Asia,High income,2006,2,48900,8,6,7,233785,95582,2265400,2594767,81
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2006,10,650,8,7,28,71456,826069,200954,1098479,43
Seychelles,SYC,Sub-Saharan Africa,High income,2006,2,390,5,5,4,2678,4067,19222,25967,72
Chad,TCD,Sub-Saharan Africa,Low income,2006,38,510,5,5,1,624564,8200294,1685302,10510160,49
Togo,TGO,Sub-Saharan Africa,Low income,2006,27,1570,3,3,4,205678,2927679,858424,3991781,55
Thailand,THA,East Asia & Pacific,Upper middle income,2006,11,219880,3,4,1,3104082,3253752,12477351,18835185,72
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2006,2,2690,5,3,13,226210,923302,1203896,2353408,67
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2006,4,51920,8,5,7,164675,442740,1022446,1629861,65
Tonga,TON,East Asia & Pacific,Upper middle income,2006,2,150,6,5,1,2280,6487,19077,27844,70
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2006,10,20060,4,5,6,61811,59902,306140,427853,71
Tunisia,TUN,Middle East & North Africa,Lower middle income,2006,4,23900,5,6,13,324873,367497,1882326,2574696,74
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2006,2,10,13,5,4,440,780,2877,4097,75
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2006,26,6050,8,3,3,1236697,20873667,6456704,28567068,55
Uganda,UGA,Sub-Saharan Africa,Low income,2006,2,2400,6,3,2,998128,17469558,4124209,22591895,53
Ukraine,UKR,Europe & Central Asia,Lower middle income,2006,2,303990,6,6,7,3171282,1631873,18947507,23750662,68
Uruguay,URY,Latin America & Caribbean,High income,2006,4,6330,8,3,11,127296,85864,810110,1023270,76
United States,USA,North America,High income,2006,2,5653080,15,5,5,9483908,5174840,78323857,92982605,78
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2006,13,127360,5,5,6,1057377,2679348,5926179,9662904,69
Vietnam,VNM,East Asia & Pacific,Lower middle income,2006,15,94870,4,5,2,2950252,4863279,14490524,22304055,74
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2006,6,70,3,5,2,9877,30167,47069,87113,69
Samoa,WSM,East Asia & Pacific,Lower middle income,2006,4,200,5,5,5,6066,8797,37650,52513,71
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2006,4,379790,8,5,28,4179514,25633313,9712679,39525506,54
Zambia,ZMB,Sub-Saharan Africa,Low income,2006,2,2180,6,5,13,441060,8145660,1919620,10506340,50
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2006,2,9830,5,5,5,443334,8822462,1826192,11091988,44
Afghanistan,AFG,South Asia,Low income,2007,30,1770,10,3,11,2500614,7912950,6337948,16751512,59
Angola,AGO,Sub-Saharan Africa,Lower middle income,2007,46,16970,3,3,4,1274748,10310598,3162604,14747950,52
Albania,ALB,Europe & Central Asia,Upper middle income,2007,8,4140,6,3,16,86921,83151,548037,718109,76
Andorra,AND,Europe & Central Asia,High income,2007,2,540,5,2,4,2064,845,16681,19590,75
United Arab Emirates,ARE,Middle East & North Africa,High income,2007,8,131830,3,5,3,243993,85309,758117,1087419,76
Argentina,ARG,Latin America & Caribbean,Upper middle income,2007,3,162810,8,4,8,1366996,1485471,8478943,11331410,75
Armenia,ARM,Europe & Central Asia,Upper middle income,2007,7,5200,5,3,10,92995,98901,796329,988225,73
American Samoa,ASM,East Asia & Pacific,Upper middle income,2007,2,10,5,5,4,1634,2339,11468,15441,75
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2007,2,460,4,5,4,2103,2756,16453,21312,75
Australia,AUS,East Asia & Pacific,High income,2007,2,385750,8,5,4,631512,208466,4417088,5257066,81
Austria,AUT,Europe & Central Asia,High income,2007,2,71240,10,5,5,229375,75610,2105388,2410373,80
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2007,2,27630,2,3,6,236194,761498,2039978,3037670,70
Burundi,BDI,Sub-Saharan Africa,Low income,2007,2,180,11,5,2,464554,4340886,1249093,6054533,55
Belgium,BEL,Europe & Central Asia,High income,2007,2,104590,9,5,7,398029,164769,2699372,3262170,80
Benin,BEN,Sub-Saharan Africa,Lower middle income,2007,10,4000,3,2,1,324498,4427466,1379700,6131664,58
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2007,16,1410,5,4,3,607261,10004923,2745669,13357853,55
Bangladesh,BGD,South Asia,Lower middle income,2007,14,37990,3,2,4,4686058,21540423,23370456,49596937,69
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2007,5,52600,6,4,7,324972,155766,3082500,3563238,73
Bahrain,BHR,Middle East & North Africa,High income,2007,2,23000,3,3,1,25190,17964,148047,191201,76
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2007,2,18890,10,5,29,133580,61727,1048645,1243952,75
Belarus,BLR,Europe & Central Asia,Upper middle income,2007,2,57650,6,5,8,721860,206641,3437234,4365735,70
Belize,BLZ,Latin America & Caribbean,Upper middle income,2007,7,530,5,5,9,14152,18918,45042,78112,71
Bermuda,BMU,North America,High income,2007,2,10,5,5,4,1237,1317,13973,16527,79
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2007,24,12080,5,5,3,397001,1307848,1764640,3469489,66
Brazil,BRA,Latin America & Caribbean,Upper middle income,2007,6,352560,8,5,8,9453478,12060438,39704780,61218696,73
Barbados,BRB,Latin America & Caribbean,High income,2007,5,1480,6,5,7,6780,10248,66996,84024,78
Bhutan,BTN,South Asia,Lower middle income,2007,2,320,4,5,4,21384,104799,113693,239876,67
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2007,22,4320,5,9,17,114635,885569,326120,1326324,55
Central African Republic,CAF,Sub-Saharan Africa,Low income,2007,36,240,5,1,6,349760,3726123,843435,4919318,46
Canada,CAN,North America,High income,2007,2,571630,9,5,6,841424,405253,7124385,8371062,81
Switzerland,CHE,Europe & Central Asia,High income,2007,2,43540,9,5,4,226344,77606,1759522,2063472,82
Chile,CHL,Latin America & Caribbean,High income,2007,3,64570,6,3,8,516373,297566,3069733,3883672,78
China,CHN,East Asia & Pacific,Upper middle income,2007,5,6993180,4,3,4,43066217,31271372,283973107,358310696,74
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2007,18,5660,5,3,6,701966,12067988,3070247,15840201,51
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2007,13,6130,4,3,3,741309,11022110,3080169,14843588,54
Colombia,COL,Latin America & Caribbean,Upper middle income,2007,11,59180,6,4,10,2386382,1921516,6732399,11040297,75
Comoros,COM,Sub-Saharan Africa,Lower middle income,2007,2,110,5,5,6,24980,181517,99254,305751,61
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2007,4,7600,7,5,4,115361,92990,634774,843125,78
Cuba,CUB,Latin America & Caribbean,Upper middle income,2007,2,27680,11,12,2,315721,237102,2470609,3023432,78
Cyprus,CYP,Europe & Central Asia,High income,2007,7,8310,5,6,4,27914,10670,223212,261796,79
Germany,DEU,Europe & Central Asia,High income,2007,2,783800,10,4,9,1861367,915349,22916105,25692821,80
Djibouti,DJI,Middle East & North Africa,Lower middle income,2007,25,470,3,8,27,30021,308370,124591,462982,59
Dominica,DMA,Latin America & Caribbean,Upper middle income,2007,5,180,5,5,4,2691,3172,17834,23697,75
Denmark,DNK,Europe & Central Asia,High income,2007,2,53410,9,8,4,129753,74763,1479156,1683672,78
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2007,16,20630,4,2,5,414294,884046,1622475,2920815,71
Algeria,DZA,Middle East & North Africa,Lower middle income,2007,6,102750,4,5,14,1340811,1923743,5916938,9181492,74
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2007,22,30640,5,5,3,759321,927061,2368366,4054748,75
Eritrea,ERI,Sub-Saharan Africa,Low income,2007,2,510,5,5,5,265561,1915115,790813,2971489,60
Spain,ESP,Europe & Central Asia,High income,2007,2,354680,8,4,8,1049541,566828,10674132,12290501,81
Estonia,EST,Europe & Central Asia,High income,2007,2,19980,5,5,5,75359,23873,447627,546859,73
Ethiopia,ETH,Sub-Saharan Africa,Low income,2007,35,5960,5,5,2,3082036,36988493,11102212,51172741,58
Finland,FIN,Europe & Central Asia,High income,2007,2,65100,8,6,7,217568,45055,1363763,1626386,79
Fiji,FJI,East Asia & Pacific,Upper middle income,2007,4,1260,3,6,4,26420,57758,220224,304402,66
France,FRA,Europe & Central Asia,High income,2007,2,362830,10,5,8,2013933,777247,14312615,17103795,81
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2007,16,4940,3,5,18,58461,393687,259517,711665,59
United Kingdom,GBR,Europe & Central Asia,High income,2007,2,530500,9,5,5,1248458,1040438,16154797,18443693,79
Georgia,GEO,Europe & Central Asia,Upper middle income,2007,4,5630,7,3,13,141255,145433,1340657,1627345,71
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2007,9,9120,4,6,5,730461,8672212,3776453,13179126,60
Guinea,GIN,Sub-Saharan Africa,Low income,2007,2,1980,3,5,5,425044,5484573,1812078,7721695,55
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2007,2,230,7,5,6,88467,775532,286959,1150958,53
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2007,2,8540,2,5,9,27919,335206,116781,479906,55
Greece,GRC,Europe & Central Asia,High income,2007,2,104310,8,5,8,273573,117400,2964405,3355378,79
Grenada,GRD,Latin America & Caribbean,Upper middle income,2007,2,280,5,5,4,3135,4307,22784,30226,73
Greenland,GRL,Europe & Central Asia,High income,2007,2,10,5,5,4,4395,1487,14812,20694,69
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2007,18,12410,6,3,3,842101,1579635,2106163,4527899,70
Guam,GUM,East Asia & Pacific,High income,2007,2,10,5,5,8,4418,5728,29868,40014,77
Guyana,GUY,Latin America & Caribbean,Upper middle income,2007,8,1610,4,2,11,48945,80036,176903,305884,67
Honduras,HND,Latin America & Caribbean,Lower middle income,2007,21,8540,8,5,3,383204,529828,1221028,2134060,73
Croatia,HRV,Europe & Central Asia,High income,2007,2,22880,7,4,10,179945,60120,1335199,1575264,76
Haiti,HTI,Latin America & Caribbean,Lower middle income,2007,50,2050,4,5,17,635947,2769974,2290005,5695926,59
Hungary,HUN,Europe & Central Asia,High income,2007,2,53850,7,5,7,425187,131836,3514454,4071477,73
Indonesia,IDN,East Asia & Pacific,Lower middle income,2007,18,379960,3,3,8,6134806,25622182,46353201,78110189,68
India,IND,South Asia,Lower middle income,2007,18,1336740,4,5,6,53914552,233021416,214720547,501656515,65
Ireland,IRL,Europe & Central Asia,High income,2007,2,46360,8,5,5,102365,51090,925273,1078728,80
Iraq,IRQ,Middle East & North Africa,Upper middle income,2007,18,76650,3,5,9,4209628,2537295,5098982,11845905,68
Iceland,ISL,Europe & Central Asia,High income,2007,2,2380,8,7,2,6317,3222,59294,68833,81
Israel,ISR,Middle East & North Africa,High income,2007,2,66600,7,5,9,162660,94280,1287758,1544698,81
Italy,ITA,Europe & Central Asia,High income,2007,2,459370,8,4,6,1198463,588244,15598716,17385423,81
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2007,8,12020,5,5,10,75645,119592,486884,682121,74
Jordan,JOR,Middle East & North Africa,Upper middle income,2007,6,21090,8,5,13,139999,262102,870565,1272666,73
